name,side,definition,n_train,wr_train,roi_train,n_oos,wr_oos,avg_cote_oos,roi_oos
"H1 H DS cote[2.0,2.5)",H,"bet H: odds_home in [2.0,2.5) AND segment=DS",63,0.4444444444444444,-0.0007936507936507767,26,0.5,2.227307692307692,0.10153846153846156
"H1 H MS_early cote[2.0,2.5)",H,"bet H: odds_home in [2.0,2.5) AND segment=MS_early",170,0.43529411764705883,-0.046235294117647055,84,0.39285714285714285,2.2310714285714286,-0.1236904761904762
"H1 H MS_mid cote[2.0,2.5)",H,"bet H: odds_home in [2.0,2.5) AND segment=MS_mid",249,0.41365461847389556,-0.08907630522088353,100,0.41,2.2168,-0.09720000000000004
"H1 H MS_late cote[2.0,2.5)",H,"bet H: odds_home in [2.0,2.5) AND segment=MS_late",148,0.42567567567567566,-0.06533783783783785,74,0.47297297297297297,2.2201351351351346,0.05351351351351352
"H1 H FS cote[2.0,2.5)",H,"bet H: odds_home in [2.0,2.5) AND segment=FS",67,0.373134328358209,-0.1837313432835821,15,0.4666666666666667,2.194666666666667,0.022666666666666686
"H1 H ALL cote[2.0,2.5)",H,"bet H: odds_home in [2.0,2.5)",697,0.42037302725968434,-0.07470588235294118,299,0.431438127090301,2.2214381270903005,-0.04404682274247493
"H1 H DS cote[2.5,3.0)",H,"bet H: odds_home in [2.5,3.0) AND segment=DS",38,0.39473684210526316,0.04921052631578949,12,0.4166666666666667,2.6675000000000004,0.09916666666666667
"H1 H MS_early cote[2.5,3.0)",H,"bet H: odds_home in [2.5,3.0) AND segment=MS_early",84,0.34523809523809523,-0.09023809523809524,29,0.2413793103448276,2.682413793103448,-0.35344827586206895
"H1 H MS_mid cote[2.5,3.0)",H,"bet H: odds_home in [2.5,3.0) AND segment=MS_mid",114,0.40350877192982454,0.08894736842105264,46,0.4782608695652174,2.664565217391304,0.2741304347826087
"H1 H MS_late cote[2.5,3.0)",H,"bet H: odds_home in [2.5,3.0) AND segment=MS_late",78,0.358974358974359,-0.05025641025641027,28,0.39285714285714285,2.6946428571428567,0.04071428571428574
"H1 H FS cote[2.5,3.0)",H,"bet H: odds_home in [2.5,3.0) AND segment=FS",35,0.2571428571428571,-0.3131428571428572,10,0.4,2.645,0.048
"H1 H ALL cote[2.5,3.0)",H,"bet H: odds_home in [2.5,3.0)",349,0.3638968481375358,-0.029942693409742125,125,0.392,2.674159999999999,0.04135999999999999
"H1 H DS cote[3.0,4.0)",H,"bet H: odds_home in [3.0,4.0) AND segment=DS",19,0.21052631578947367,-0.2563157894736842,13,0.3076923076923077,3.548461538461538,0.07461538461538456
"H1 H MS_early cote[3.0,4.0)",H,"bet H: odds_home in [3.0,4.0) AND segment=MS_early",79,0.3291139240506329,0.16582278481012658,35,0.2857142857142857,3.520571428571429,-0.031714285714285695
"H1 H MS_mid cote[3.0,4.0)",H,"bet H: odds_home in [3.0,4.0) AND segment=MS_mid",103,0.23300970873786409,-0.20436893203883497,49,0.24489795918367346,3.467959183673469,-0.11979591836734692
"H1 H MS_late cote[3.0,4.0)",H,"bet H: odds_home in [3.0,4.0) AND segment=MS_late",47,0.2978723404255319,0.07255319148936172,38,0.2894736842105263,3.5294736842105263,-0.005789473684210508
"H1 H FS cote[3.0,4.0)",H,"bet H: odds_home in [3.0,4.0) AND segment=FS",24,0.2916666666666667,-0.037916666666666675,4,0.0,3.4825,-1.0
"H1 H ALL cote[3.0,4.0)",H,"bet H: odds_home in [3.0,4.0)",272,0.2757352941176471,-0.03794117647058824,139,0.26618705035971224,3.505971223021583,-0.07359712230215829
"H1 H DS cote[4.0,6.0)",H,"bet H: odds_home in [4.0,6.0) AND segment=DS",36,0.08333333333333333,-0.6002777777777778,9,0.2222222222222222,4.83,0.03666666666666658
"H1 H MS_early cote[4.0,6.0)",H,"bet H: odds_home in [4.0,6.0) AND segment=MS_early",84,0.20238095238095238,0.0014285714285714299,30,0.2,5.051333333333333,-0.039333333333333324
"H1 H MS_mid cote[4.0,6.0)",H,"bet H: odds_home in [4.0,6.0) AND segment=MS_mid",120,0.21666666666666667,0.049333333333333326,50,0.24,4.8114,0.1402
"H1 H MS_late cote[4.0,6.0)",H,"bet H: odds_home in [4.0,6.0) AND segment=MS_late",55,0.18181818181818182,-0.08327272727272728,26,0.23076923076923078,4.805384615384615,0.07615384615384614
"H1 H FS cote[4.0,6.0)",H,"bet H: odds_home in [4.0,6.0) AND segment=FS",37,0.3783783783783784,0.8345945945945946,8,0.375,5.1775,0.7762500000000001
"H1 H ALL cote[4.0,6.0)",H,"bet H: odds_home in [4.0,6.0)",332,0.21084337349397592,0.03231927710843377,123,0.23577235772357724,4.893821138211382,0.11666666666666668
"H1 H DS cote[1.0,1.3)",H,"bet H: odds_home in [1.0,1.3) AND segment=DS",42,0.8095238095238095,-0.017380952380952396,11,0.7272727272727273,1.23,-0.10545454545454547
"H1 H MS_early cote[1.0,1.3)",H,"bet H: odds_home in [1.0,1.3) AND segment=MS_early",93,0.8172043010752689,-0.007311827956989268,37,0.7837837837837838,1.208918918918919,-0.05810810810810814
"H1 H MS_mid cote[1.0,1.3)",H,"bet H: odds_home in [1.0,1.3) AND segment=MS_mid",129,0.7131782945736435,-0.13713178294573647,49,0.7551020408163265,1.2224489795918367,-0.0785714285714286
"H1 H MS_late cote[1.0,1.3)",H,"bet H: odds_home in [1.0,1.3) AND segment=MS_late",78,0.8205128205128205,-0.008076923076923084,36,0.8333333333333334,1.2072222222222224,-0.00027777777777779653
"H1 H FS cote[1.0,1.3)",H,"bet H: odds_home in [1.0,1.3) AND segment=FS",28,0.75,-0.09464285714285715,13,0.6923076923076923,1.2253846153846155,-0.15615384615384617
"H1 H ALL cote[1.0,1.3)",H,"bet H: odds_home in [1.0,1.3)",370,0.7756756756756756,-0.060486486486486496,146,0.773972602739726,1.216095890410959,-0.063013698630137
"H1 H DS cote[1.3,1.5)",H,"bet H: odds_home in [1.3,1.5) AND segment=DS",57,0.7368421052631579,0.028245614035087706,23,0.6956521739130435,1.392608695652174,-0.03913043478260867
"H1 H MS_early cote[1.3,1.5)",H,"bet H: odds_home in [1.3,1.5) AND segment=MS_early",144,0.625,-0.12055555555555558,50,0.78,1.3966,0.08559999999999998
"H1 H MS_mid cote[1.3,1.5)",H,"bet H: odds_home in [1.3,1.5) AND segment=MS_mid",185,0.6810810810810811,-0.05924324324324323,118,0.6271186440677966,1.3982203389830512,-0.1286440677966102
"H1 H MS_late cote[1.3,1.5)",H,"bet H: odds_home in [1.3,1.5) AND segment=MS_late",115,0.6347826086956522,-0.11800000000000001,69,0.6231884057971014,1.3986956521739131,-0.12971014492753621
"H1 H FS cote[1.3,1.5)",H,"bet H: odds_home in [1.3,1.5) AND segment=FS",70,0.6,-0.16142857142857148,15,0.9333333333333333,1.38,0.29133333333333333
"H1 H ALL cote[1.3,1.5)",H,"bet H: odds_home in [1.3,1.5)",571,0.6532399299474606,-0.09033274956217163,275,0.6763636363636364,1.3965818181818181,-0.059563636363636374
"H1 H DS cote[1.5,1.8)",H,"bet H: odds_home in [1.5,1.8) AND segment=DS",70,0.6714285714285714,0.09571428571428572,30,0.4666666666666667,1.6506666666666667,-0.23366666666666666
"H1 H MS_early cote[1.5,1.8)",H,"bet H: odds_home in [1.5,1.8) AND segment=MS_early",185,0.5351351351351351,-0.11983783783783784,85,0.6352941176470588,1.6438823529411764,0.040117647058823536
"H1 H MS_mid cote[1.5,1.8)",H,"bet H: odds_home in [1.5,1.8) AND segment=MS_mid",279,0.5878136200716846,-0.03817204301075271,110,0.6818181818181818,1.6388181818181817,0.11818181818181818
"H1 H MS_late cote[1.5,1.8)",H,"bet H: odds_home in [1.5,1.8) AND segment=MS_late",154,0.6103896103896104,0.0031818181818181832,75,0.5866666666666667,1.6521333333333335,-0.03573333333333334
"H1 H FS cote[1.5,1.8)",H,"bet H: odds_home in [1.5,1.8) AND segment=FS",65,0.6,-0.014615384615384612,12,0.6666666666666666,1.6391666666666664,0.07916666666666668
"H1 H ALL cote[1.5,1.8)",H,"bet H: odds_home in [1.5,1.8)",753,0.5883134130146083,-0.03529880478087649,312,0.625,1.6445512820512822,0.024583333333333336
"H1 H DS cote[1.8,2.0)",H,"bet H: odds_home in [1.8,2.0) AND segment=DS",49,0.42857142857142855,-0.18448979591836734,13,0.3076923076923077,1.8846153846153846,-0.4176923076923077
"H1 H MS_early cote[1.8,2.0)",H,"bet H: odds_home in [1.8,2.0) AND segment=MS_early",112,0.5178571428571429,-0.026071428571428572,47,0.40425531914893614,1.8882978723404258,-0.24
"H1 H MS_mid cote[1.8,2.0)",H,"bet H: odds_home in [1.8,2.0) AND segment=MS_mid",138,0.5797101449275363,0.08985507246376812,75,0.48,1.8906666666666667,-0.09533333333333335
"H1 H MS_late cote[1.8,2.0)",H,"bet H: odds_home in [1.8,2.0) AND segment=MS_late",87,0.4827586206896552,-0.0982758620689655,50,0.52,1.881,-0.017800000000000007
"H1 H FS cote[1.8,2.0)",H,"bet H: odds_home in [1.8,2.0) AND segment=FS",35,0.6285714285714286,0.18999999999999997,15,0.4666666666666667,1.8913333333333333,-0.12533333333333327
"H1 H ALL cote[1.8,2.0)",H,"bet H: odds_home in [1.8,2.0)",421,0.5296912114014252,-0.0034679334916864588,200,0.46,1.88735,-0.13315
"H1 A DS cote[2.0,2.5)",A,"bet A: odds_away in [2.0,2.5) AND segment=DS",30,0.5333333333333333,0.2076666666666667,10,0.2,2.301,-0.5269999999999999
"H1 A MS_early cote[2.0,2.5)",A,"bet A: odds_away in [2.0,2.5) AND segment=MS_early",82,0.3780487804878049,-0.1303658536585366,36,0.3055555555555556,2.223333333333333,-0.2994444444444444
"H1 A MS_mid cote[2.0,2.5)",A,"bet A: odds_away in [2.0,2.5) AND segment=MS_mid",118,0.423728813559322,-0.06627118644067799,47,0.3617021276595745,2.2159574468085106,-0.20063829787234042
